Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
694,0.0,0.7400000095367432,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", gemcos BostonSprtsNews lalaHitchens PatriotsExtra HeartEyesBrady oston_girl pats_junkie 
695,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", SportsfanRISH aolisn Terrile 
696,0.0,0.7400000095367432,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", gemcos BostonSprtsNews lalaHitchens PatriotsExtra HeartEyesBrady oston_girl pats_junkie 
697,0.0,0.8600000143051147,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", BostonSprtsNews lalaHitchens PatriotsExtra HeartEyesBrady oston_girl pats_junkie GettyBosSports 
698,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", SightsOnSeven This is ridiculous Twitter 
699,9.0,0.1476999968290329,"day, good_morn, morning, not, do, sweet, get, good, right, fly", DMcBrayer You too Daniel 
700,0.0,0.5002999901771545,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Patsnation Yes 
701,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Jill Thanks Jill 
702,7.0,0.4860999882221222,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", KylePatsnation Miss him already 
703,8.0,0.49219998717308044,"love, know, patriot, sad, ready, post, wish, sure, name, make", MBelanger I know right 
704,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Clayton heatherrose Thank you 
705,9.0,0.1469999998807907,"day, good_morn, morning, not, do, sweet, get, good, right, fly", litecamping Same to you 
706,2.0,0.4918000102043152,"be, go, see, ill, man, home, happy, people, want, could", ugsypatsfan Gronks gone 
707,4.0,0.3587999939918518,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Batman_ Thanks Ron 
708,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", NicolaC Thanks Nicola 
709,3.0,0.7231000065803528,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", lailey Good morning Lamar 
710,9.0,0.7368999719619751,"day, good_morn, morning, not, do, sweet, get, good, right, fly", FishingLeeP Morning Lee 
711,9.0,0.1469999998807907,"day, good_morn, morning, not, do, sweet, get, good, right, fly", missdee You too Dee 
712,9.0,0.7368999719619751,"day, good_morn, morning, not, do, sweet, get, good, right, fly", dixielandlady Good morning Gina and same to you 
713,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Support our Troops MilitaryMonday 
714,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", cardscharlie Thanks Charlie 
715,8.0,0.49160000681877136,"love, know, patriot, sad, ready, post, wish, sure, name, make", myoys Good morning my friend 
716,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", MamaMurray Thanks Suzanne 
717,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", ROSEMAIRE Thanks sweetie 
718,9.0,0.1469999998807907,"day, good_morn, morning, not, do, sweet, get, good, right, fly", chad_gravy 
719,8.0,0.6395999789237976,"love, know, patriot, sad, ready, post, wish, sure, name, make", MBelanger You too Maurice 
720,3.0,0.5875999927520752,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", EugeneA We have ad weather on the way 
721,5.0,0.26910001039505005,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", FoxySparkles So sad Viv 
722,0.0,0.2696000039577484,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Have a great week everyone 
723,4.0,0.8343999981880188,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", KelliDa patsradycrazy gemcos ladydog kckittie PGar TuranedPatriot diegoarilo 
724,0.0,0.5001999735832214,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", GettyBosSports Goodnight sweetie 
725,0.0,0.7400000095367432,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", gemcos BostonSprtsNews lalaHitchens PatriotsExtra HeartEyesBrady oston_girl pats_junkie 
726,9.0,0.6621000170707703,"day, good_morn, morning, not, do, sweet, get, good, right, fly", ladydog Goodnight Diane Sweet dreams 
727,0.0,0.8600000143051147,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", BostonSprtsNews lalaHitchens PatriotsExtra HeartEyesBrady oston_girl pats_junkie GettyBosSports 
728,4.0,0.48919999599456787,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog Are you still tweeting 
729,4.0,0.6358000040054321,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog Crazy 
730,2.0,0.4918000102043152,"be, go, see, ill, man, home, happy, people, want, could", ladydog I see it on your page 
731,4.0,0.7723000049591064,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog diegoarilo patsradycrazy gemcos kckittie PGar TuranedPatriot PrincessSMH 
732,0.0,0.7400000095367432,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", TuranedPatriot Patsnation KnittelFiddle SportsfanRISH HeartEyesBrady JGM AprilJFaith aolisn 
733,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", DailyWisdomWrds Thanks for all of your stories 
734,4.0,0.7723000049591064,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog diegoarilo patsradycrazy gemcos kckittie PGar TuranedPatriot PrincessSMH 
735,4.0,0.7723000049591064,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog diegoarilo patsradycrazy gemcos kckittie PGar TuranedPatriot PrincessSMH 
736,2.0,0.7742000222206116,"be, go, see, ill, man, home, happy, people, want, could", DailyWisdomWrds Youre a talented writer 
737,4.0,0.7723000049591064,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog diegoarilo patsradycrazy gemcos kckittie PGar TuranedPatriot PrincessSMH 
738,9.0,0.35830000042915344,"day, good_morn, morning, not, do, sweet, get, good, right, fly", DailyWisdomWrds Reading it all now 
739,4.0,0.8343999981880188,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog AnthonyCurtis TuranedPatriot diegoarilo patsradycrazy gemcos kckittie PGar 
740,0.0,0.6499999761581421,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", DailyWisdomWrds Of course 
741,4.0,0.7723000049591064,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog diegoarilo patsradycrazy gemcos kckittie PGar TuranedPatriot PrincessSMH 
742,4.0,0.8083000183105469,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", AnthonyCurtis TuranedPatriot ladydog diegoarilo patsradycrazy gemcos kckittie PGar 
743,4.0,0.8343999981880188,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog TuranedPatriot diegoarilo patsradycrazy gemcos kckittie PGar PrincessSMH 
744,9.0,0.1476999968290329,"day, good_morn, morning, not, do, sweet, get, good, right, fly", garrigan Heartreak 
745,4.0,0.7723000049591064,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog diegoarilo patsradycrazy gemcos kckittie PGar TuranedPatriot PrincessSMH 
746,4.0,0.8083000183105469,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", TuranedPatriot ladydog diegoarilo patsradycrazy gemcos kckittie PGar PrincessSMH 
747,4.0,0.7723000049591064,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog diegoarilo patsradycrazy gemcos kckittie PGar TuranedPatriot PrincessSMH 
748,4.0,0.7723000049591064,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog diegoarilo patsradycrazy gemcos kckittie PGar TuranedPatriot PrincessSMH 
749,4.0,0.7723000049591064,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", ladydog diegoarilo patsradycrazy gemcos kckittie PGar TuranedPatriot PrincessSMH 
750,0.0,0.5002999901771545,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", murphy_iii Never 
751,4.0,0.8343999981880188,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", TuranedPatriot patsradycrazy gemcos ladydog kckittie PGar diegoarilo PrincessSMH 
752,4.0,0.8343999981880188,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", patsradycrazy gemcos ladydog kckittie PGar TuranedPatriot diegoarilo PrincessSMH 
753,4.0,0.8343999981880188,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", patsradycrazy gemcos ladydog kckittie PGar TuranedPatriot diegoarilo PrincessSMH 
754,7.0,0.2757999897003174,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", BREAKING NEWS If the team was struggling or they needed him at some point next year and lets just say hypothetically Tom Brady gave him a call and said Ro I need you I wouldnt e shocked if he came ack to play a few games Gronks agent 
755,4.0,0.8082000017166138,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", MondayMemories PatriotsNation SuperBowlChamps WeGotEverything ThankYouGronk 
756,4.0,0.8343999981880188,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", MondayMemories PatriotsNation SuperBowlChamps WeGotEverything ThankYouGronk BestTEever 
757,9.0,0.19930000603199005,"day, good_morn, morning, not, do, sweet, get, good, right, fly", People say you dont know what youve got until its gone Truth is you knew what you had you just never thought youd lose it 
758,7.0,0.6317999958992004,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Ro Gronkowski is on to Canton 
759,9.0,0.5461000204086304,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Good Monday Morning Friends 
760,8.0,0.49459999799728394,"love, know, patriot, sad, ready, post, wish, sure, name, make", Gas prices this morning holy shit 
761,4.0,0.7723000049591064,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", MondayMotivation mondaythoughts MondayMorning writerslife amwriting WritingCommunity 
762,7.0,0.4677000045776367,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Incase you missed it last night it was posted kinda late I did a quick skit I hope you will find funny Thank you guys for the support RollTide 
763,1.0,0.4271000027656555,"have, stay, een, life, court, try, large, crime, news, bahria_town", Family They Got me Again for the comment aove How is that ad Im shadowanned again Everyone have a great day and an even etter week ahead Stay positive stay happy stay smiling stay hopeful stay lessed stay awesome always 
764,8.0,0.6998000144958496,"love, know, patriot, sad, ready, post, wish, sure, name, make", All love for the east RoGronkowski and luck in the next chapter Patriots 
765,7.0,0.5576000213623047,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Good morning fam This is my day IVIG infusion every days nowAt least I have Bruins to look forward to tonight Have a good day everyone 
766,8.0,0.39989998936653137,"love, know, patriot, sad, ready, post, wish, sure, name, make", Good Morning Everyone Coffee is Ready 
767,9.0,0.26339998841285706,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Good morning everyone Happy Monday have a great new week 
768,8.0,0.5873000025749207,"love, know, patriot, sad, ready, post, wish, sure, name, make", BREAKING Georgia OL commits to Alaama 
769,5.0,0.21870000660419464,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Hes a east Period What a career for 
770,5.0,0.4999000132083893,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", ILY GRONK congrats on an AMAZING career already miss you 
771,0.0,0.5364999771118164,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", After much research I decided to compile a complete list of Tight Ends etter than Gronk in NFL history 
772,2.0,0.63919997215271,"be, go, see, ill, man, home, happy, people, want, could", My mom is up for sale 
773,3.0,0.33709999918937683,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Good morning Friends happy Monday Lets do It 
774,3.0,0.39660000801086426,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Hey Hey Hey Darren Thank you I hope you have a magical Monday too my friend I walked into work this morning the first thing a pal said was OMG I cant elieve Ro Gronkowski has retired Im gonna get this a lot today as they know Im such a HUGE Patriots fan 
775,9.0,0.39980000257492065,"day, good_morn, morning, not, do, sweet, get, good, right, fly", In life many things dont go according to plan If you fall get ack up If you stumle regain your alance Never give up 
776,0.0,0.35040000081062317,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Good morning Marie 
777,9.0,0.598800003528595,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Good morning Mary Have a eautiful day 
778,0.0,0.6500999927520752,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Thank you Marie 
779,4.0,0.4925999939441681,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Good morning Have an awesome Monday as well SuperBowlChamps all 
780,3.0,0.6085000038146973,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Good morning luvs Still cant elieve hes retired 
781,9.0,0.4113999903202057,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Good Morning Have a great day everyone 
782,9.0,0.4113999903202057,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Good morning everyone Have a great day 
783,5.0,0.349700003862381,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Good morning family 
784,4.0,0.39750000834465027,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Good Morning Hugs Have an awesome Monday 
785,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", I need a hug GronkSpike 
786,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Enjoy your week Marie 
787,2.0,0.5590000152587891,"be, go, see, ill, man, home, happy, people, want, could", I took a nap everything was fine I wake up and I got like people texting me that Gronk retired and patriots twitter is going nuts Lol fuck 
788,5.0,0.310699999332428,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Do you guys think Gronk is the greatest TE of all time 
789,9.0,0.1469999998807907,"day, good_morn, morning, not, do, sweet, get, good, right, fly", You too honey 
790,2.0,0.4918000102043152,"be, go, see, ill, man, home, happy, people, want, could", oooo Ill drink to that 
791,0.0,0.5968000292778015,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", I swear you never realize how ad some song lyrics are until you play it in front of your parents 
792,7.0,0.5909000039100647,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", My favorite memory of Ro Gronkowskis nine year career is Ro Gronkowskis nine year career 
793,3.0,0.7749999761581421,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", A legendin every sense of the word FPC 
794,5.0,0.7430999875068665,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", ts a shame that Gronks career was cut short y injury That eing said he still has such dominate stats 
795,8.0,0.6396999955177307,"love, know, patriot, sad, ready, post, wish, sure, name, make", This is just perfect RoGronkowski 
796,9.0,0.3465000092983246,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Good morning everyone Have a great day Happy MondayStayBlessed 
797,7.0,0.414900004863739,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Drew Rosenhaus on GetUpESPN on Ro Gronkowskis future If the team was struggling or they needed him at some point next year and lets just say hypothetically Tom Brady gave him a call and said Ro I need you I wouldnt e shocked if he came ack to play a few games 
798,0.0,0.26019999384880066,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", This will happen He will realize his other ventures will e not as good as he thinks and then join in week 
799,7.0,0.4968999922275543,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Instead of showing the horrile video of the year old woman getting rutally kicked y a coward on an NYC train we prefer to show you the arrest of that coward 
800,7.0,0.6482999920845032,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Funniest Tweets Aout Patriots TE Ro Gronkowskis Retirement 
801,0.0,0.49939998984336853,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", To the most genuine man Ive ever met I love your hugs Spikes Buses And Ill never forget our trips home LFG ro 
802,0.0,0.5002999901771545,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", me too Marie 
803,0.0,0.6500999927520752,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", UR VERY WELCOME SWEETIE 
804,8.0,0.49219998717308044,"love, know, patriot, sad, ready, post, wish, sure, name, make", Sad day yesterday 
805,0.0,0.5002999901771545,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", you as well Marie 
806,9.0,0.3522999882698059,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Good Monday morning Ready to get this week started Have a great day 
807,9.0,0.5062999725341797,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Good Morning Have a wonderful day 
808,9.0,0.598800003528595,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Morning Marie have a super day 
809,0.0,0.6500999927520752,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Thanks Marie you too 
810,0.0,0.4320000112056732,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Thank you Marie n you too Wish these weeks would fly y 
811,0.0,0.35040000081062317,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Good morning Marie 
812,9.0,0.35830000042915344,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Morning Marie 
813,0.0,0.4065000116825104,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Good Morning Marie Have a great week 
814,9.0,0.4675000011920929,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Morning Sweet Marie Love your posts have a great day sweet friend 
815,0.0,0.5001000165939331,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Good morning Marie thanks A great week to you too 
816,0.0,0.4065000116825104,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Good Morning Marie Have a great week too 
817,0.0,0.5002999901771545,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", You too Marie 
818,3.0,0.33709999918937683,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", TU MARIE GOOD MORNING HOPE U HAVE A WONDERFUL DAY 
819,8.0,0.5873000025749207,"love, know, patriot, sad, ready, post, wish, sure, name, make",Name text dtype oject
